Month,Labor costs (Private),Labor costs (Govt),Refinery Util (Private),Refinery Util (Govt),HME (Median),HME (25th Percentile),HME (75th percentile),IE (Median),IE (25th Percentile),IE (75th Percentile),Automobile Sales,Employee Earnings,U.S. Demographics (in millions),Personal consumption expenditures,BEV Sales (U.S.),EV Regulations (total),Regular Gasoline Prices (dollars per gallon),Crude oil prices (U.S.) (Dollars per barrel),Consumer loans (Dollars),U.S. Crude Oil and Natural Gas Rotary Rigs in Operation (Count),US Dollar Index,Federal Funds Effective Rate,US GDP (in billions),Consumer Credit Data,US Spot Market,Implied Gasoline Demand
Jan 1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3730.7,NaN,NaN,NaN,NaN,NaN,998,NaN,8.242,5872.701,813.793,22.86,NaN
Feb 1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3728.2,NaN,NaN,NaN,NaN,NaN,911,NaN,8.2375,,,22.11,NaN
Mar 1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3754.9,NaN,NaN,NaN,NaN,NaN,905,NaN,8.27,,,20.39,NaN
Apr 1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,248.79,3770,NaN,NaN,NaN,NaN,NaN,935,NaN,8.2725,5960.028,818.31,18.43,NaN
May 1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,249.05,3775.8,NaN,NaN,NaN,NaN,NaN,961,NaN,8.178,,,18.2,NaN
Jun 1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,249.34,3804.5,NaN,NaN,NaN,NaN,NaN,999,NaN,8.28,,,16.7,NaN
Jul 1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,249.62,3821.7,NaN,NaN,NaN,NaN,NaN,1010,NaN,8.2,6015.116,826.225,18.45,NaN
Aug 1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,249.92,3848.3,NaN,NaN,1.191,NaN,NaN,987,NaN,8.122,,,27.31,NaN
Sep 1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250.23,3870.1,NaN,NaN,1.191,1.258,NaN,1042,NaN,8.2025,,,33.51,NaN
Oct 1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250.53,3870.6,NaN,NaN,1.191,1.335,NaN,1073,NaN,8.11,6004.733,824.391,36.04,NaN
Nov 1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250.77,3871.9,NaN,NaN,1.191,1.324,NaN,1137,NaN,7.8175,,,32.33,NaN
Dec 1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,251,3861.3,NaN,NaN,1.191,NaN,NaN,1136,NaN,7.325,,,27.28,NaN
Jan 1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,251.21,3841,NaN,NaN,1.191,NaN,NaN,1068,NaN,6.936,6035.178,824.86,25.23,NaN
Feb 1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,251.45,3866.7,NaN,NaN,1.191,1.094,NaN,984,NaN,6.295,,,20.48,6545.333333
Mar 1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,251.68,3913,NaN,NaN,1.191,1.04,NaN,929,NaN,6.21,,,19.9,7030.2
Apr 1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,251.96,3907.1,NaN,NaN,1.191,1.076,NaN,865,NaN,5.8775,6126.862,822.851,20.83,7105
May 1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,252.29,3933.2,NaN,NaN,1.191,1.126,NaN,819,NaN,5.8,,,21.23,7148.6
Jun 1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,252.68,3940.5,NaN,NaN,1.191,1.128,NaN,867,NaN,5.8075,,,20.19,7533.5
Jul 1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,252.98,3966,NaN,NaN,1.191,1.096,NaN,844,NaN,5.795,6205.937,818.093,21.4,7542.25
Aug 1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,253.31,3969.1,NaN,NaN,1.191,1.115,NaN,803,NaN,5.6775,,,21.69,7504.4
Sep 1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,253.65,3984.7,NaN,NaN,1.191,1.109,NaN,775,NaN,5.4725,,,21.89,7218.5
Oct 1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,253.97,3976,NaN,NaN,1.191,1.088,NaN,795,NaN,5.228,6264.54,815.581,23.23,7318
Nov 1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,254.27,4003.6,NaN,NaN,1.191,1.099,NaN,808,NaN,4.84,,,22.46,7065.6
Dec 1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,254.53,4020.5,NaN,NaN,1.191,1.076,NaN,796,NaN,4.51,,,19.5,7201.25
Jan 1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,254.78,4084.7,NaN,NaN,1.191,1.022,NaN,710,NaN,4.054,6363.102,817.269,18.79,6872.4
Feb 1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,255.03,4099.5,NaN,NaN,1.191,1.006,NaN,669,NaN,4.065,,,19.01,6846.75
Mar 1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,255.29,4117,NaN,NaN,1.191,1.013,NaN,648,NaN,4.0025,,,18.92,7102
Apr 1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,255.59,4131.5,NaN,NaN,1.191,1.052,NaN,642,NaN,3.768,6470.763,815.377,20.23,7152.75
May 1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,255.89,4158.4,NaN,NaN,1.191,1.107,NaN,638,NaN,2.99,,,20.98,7450.2
Jun 1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,256.2,4177.1,NaN,NaN,1.191,1.145,NaN,621,NaN,3.7475,,,22.39,7335.25
Jul 1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,256.51,4204.8,NaN,NaN,1.191,1.137,NaN,676,NaN,3.23,6566.641,818.575,21.78,7606.4
Aug 1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,256.86,4220.9,NaN,NaN,1.191,1.122,NaN,686,NaN,3.2925,,,21.34,7668.75
Sep 1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,257.19,4255.3,NaN,NaN,1.191,1.122,NaN,717,NaN,3.236,,,21.88,7316.5
Oct 1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,257.5,4284.7,NaN,NaN,1.191,1.114,NaN,803,NaN,3.1025,6680.803,824.769,21.69,7359.2
Nov 1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,257.8,4300.5,NaN,NaN,1.191,1.111,NaN,882,NaN,3.0125,,,20.34,7089.25
Dec 1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,258.06,4336.4,NaN,NaN,1.191,1.078,NaN,926,NaN,3.008,,,19.41,7445.5
Jan 1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,258.33,4340.7,NaN,2483,1.191,1.062,NaN,824,NaN,3.0125,6729.459,832.774,19.03,6934
Feb 1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,258.57,4355.3,NaN,,1.191,1.054,NaN,684,NaN,3.01,,,20.09,7096.75
Mar 1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,258.81,4352.5,NaN,,1.191,1.052,NaN,611,NaN,3.082,,,20.32,7180.25
Apr 1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,259.07,4393.4,NaN,,1.191,1.078,NaN,612,NaN,2.955,6808.939,843.397,20.25,7236.8
May 1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,259.34,4422.4,NaN,,1.191,1.1,NaN,637,NaN,2.99,,,19.95,7491.25
Jun 1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,259.62,4440,NaN,,1.191,1.097,NaN,695,NaN,3.038,,,19.09,7488.5
Jul 1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,259.92,4468.9,NaN,,1.191,1.078,NaN,741,NaN,3.0575,6882.098,860.654,17.89,7762.2
Aug 1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,260.23,4481.1,NaN,,1.191,1.062,NaN,797,NaN,3.03,,,18.01,7857.5
Sep 1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,260.54,4511.5,NaN,,1.191,1.05,NaN,848,NaN,3.054,,,17.5,7559.5
Oct 1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,260.84,4532.8,NaN,,1.191,1.092,NaN,860,NaN,3.0225,7013.738,886.169,18.15,7553.6
Nov 1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,261.1,4554.1,NaN,,1.191,1.066,NaN,868,NaN,3.0025,,,16.61,7507.25
Dec 1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,261.35,4571.1,NaN,,1.191,1.014,NaN,857,NaN,2.986,,,14.52,7633.2
Jan 1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,261.6,4585.1,NaN,4321,1.191,0.998,NaN,789,NaN,3.02,7115.652,912.689,15.03,6931.5
Feb 1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,261.81,4632.6,NaN,,1.191,1.009,NaN,754,NaN,3.2175,,,14.78,7201.25
Mar 1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,262.04,4646,NaN,,1.191,1.008,NaN,735,NaN,3.304,,,14.68,7375.5
Apr 1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,262.32,4671.1,NaN,,1.191,1.027,NaN,723,NaN,3.56,7246.931,946.409,16.42,7447.8
May 1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,262.57,4669.5,NaN,,1.191,1.047,NaN,716,NaN,3.925,,,17.89,7585.5
Jun 1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,262.84,4708.9,NaN,,1.191,1.078,NaN,756,NaN,4.18,,,19.06,7697.5
Jul 1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,263.13,4720.6,NaN,,1.191,1.106,NaN,771,NaN,4.315,7331.075,980.405,19.66,7720.4
Aug 1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,263.42,4762.6,NaN,,1.191,1.155,NaN,766,NaN,4.454,,,18.38,7852.75
Sep 1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,263.72,4775,NaN,,1.191,1.144,NaN,809,NaN,4.7075,,,17.45,7622.6
Oct 1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,264,4812.9,NaN,,1.191,1.114,NaN,822,NaN,4.7825,7455.288,1021.168,17.72,7856
Nov 1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,264.26,4825.6,NaN,,1.191,1.116,NaN,835,NaN,5.222,,,18.07,7542.25
Dec 1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,264.51,4841.6,NaN,,1.191,1.091,NaN,816,NaN,5.49,,,17.16,7950.2
Jan 1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,264.75,4851.2,NaN,5442,1.1478,1.082,NaN,748,NaN,5.45,7522.289,1058.385,18.04,7226
Feb 1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,264.98,4850.8,NaN,,1.0725,1.073,NaN,713,NaN,5.8625,,,18.57,7366.75
Mar 1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,265.21,4885.4,NaN,,1.072,1.072,NaN,665,NaN,5.956,,,18.54,7713.6
Apr 1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,265.47,4890.2,NaN,,1.11125,1.111,NaN,678,NaN,6.06,7580.997,1095.019,19.9,7754.5
May 1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,265.72,4933.1,NaN,,1.1784,1.178,NaN,679,NaN,6.0075,,,19.74,7892.75
Jun 1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,265.99,4977.5,NaN,,1.1915,1.192,NaN,674,NaN,6,,,18.45,8242.6
Jul 1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,266.28,4970.2,NaN,,1.1538,1.154,NaN,723,NaN,5.8725,7683.125,1133.141,17.33,8139.5
Aug 1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,266.57,5005.3,NaN,,1.12325,1.123,NaN,745,NaN,5.742,,,18.02,8161.75
Sep 1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,266.88,5020.5,NaN,,1.11075,1.111,NaN,765,NaN,5.77,,,18.23,7846
Oct 1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,267.18,5013.9,NaN,,1.0872,1.087,NaN,761,NaN,5.7975,7772.586,1168.16,17.43,7950
Nov 1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,267.44,5055.6,NaN,,1.06225,1.062,NaN,772,NaN,5.786,,,17.99,7946.75
Dec 1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,267.67,5097.5,NaN,,1.07125,1.071,NaN,763,NaN,5.715,,,19.03,7605.4
Jan 1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,267.88,5085.7,NaN,4631,1.0904,1.09,NaN,709,NaN,5.492,7868.468,1197.356,18.86,7453.25
Feb 1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,268.09,5132.8,NaN,,1.08925,1.089,NaN,700,NaN,5.195,,,19.09,7681.75
Mar 1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,268.32,5173.3,NaN,,1.137,1.137,NaN,714,NaN,5.3475,,,21.33,7688
Apr 1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,268.58,5208,NaN,,1.2306,1.231,NaN,741,NaN,5.215,8032.84,1224.879,23.5,7649
May 1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,268.84,5223.8,NaN,,1.278,1.279,NaN,764,NaN,5.238,,,21.17,7857.4
Jun 1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,269.11,5229.8,NaN,,1.2585,1.256,NaN,774,NaN,5.515,,,20.42,8105.5
Jul 1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,269.39,5251.9,NaN,,1.2276,1.227,NaN,784,NaN,5.36,8131.408,1247.457,21.3,8050.5
Aug 1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,269.7,5275,NaN,,1.206,1.207,NaN,811,NaN,5.2175,,,21.9,8110.4
Sep 1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270.02,5296.6,NaN,,1.2024,1.202,NaN,811,NaN,5.2775,,,23.97,7749.75
Oct 1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270.31,5328.5,NaN,,1.204,1.204,NaN,836,NaN,5.25,8259.771,1273.878,24.88,7880.25
Nov 1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270.61,5351.2,NaN,,1.23225,1.232,NaN,848,NaN,5.31,,,23.71,7762.4
Dec 1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270.86,5378.6,NaN,,1.2352,1.235,NaN,852,NaN,5.325,,,25.23,7963
Jan 1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,271.09,5411.1,NaN,6317,1.23625,1.236,NaN,822,NaN,5.242,8362.655,1284.329,25.13,7272
Feb 1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,271.32,5434,NaN,,1.23,1.23,NaN,849,NaN,5.1825,,,22.18,7583.25
March 1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,271.56,5454.2,NaN,,1.205,1.205,NaN,897,NaN,5.3025,,,20.97,7690.75
Apr 1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,271.82,5459.3,NaN,,1.199,1.199,NaN,901,NaN,5.56,8518.825,1302.783,19.7,7935.5
May 1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,272.08,5460.2,NaN,,1.20025,1.2,NaN,924,NaN,5.4725,,,20.82,8096.8
Jun 1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,272.36,5494.2,NaN,,1.1976,1.198,NaN,976,NaN,5.515,,,19.26,8097.5
Jul 1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,272.65,5548.8,NaN,,1.17425,1.174,NaN,969,NaN,5.548,8662.823,1321.301,19.66,8572.5
Aug 1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,272.97,5587,NaN,,1.2235,1.224,NaN,993,NaN,5.555,,,19.95,8339.8
Sep 1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,273.29,5601.7,NaN,,1.2314,1.231,NaN,1009,NaN,5.5375,,,19.8,8038.5
Oct 1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,273.59,5637.7,NaN,,1.19675,1.197,NaN,996,NaN,5.506,8765.907,1344.165,21.33,8202.2
Nov 1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,273.87,5661.1,NaN,,1.17075,1.171,NaN,983,NaN,5.525,,,20.19,7859.75
Dec 1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,274.11,5692.1,NaN,,1.1314,1.131,NaN,1013,NaN,5.506,,,18.33,8186
